SPU,源SKU,室内外,一级分类,年,月,美西,美东,美南GA,美南TX,月份序号,在目标期,运算SKU,季节因子_V,衰减权重_N,加权_美西_P,加权合计_T
NBCU008,NBCU003WINOS,户外,庭院、草坪与花园,2025,5,2.0,9.0,1.0,0.0,24305,0,NBCU008WINOS,1.0,0,0,0
NBCU004,NBCU004BEG2222,户外,庭院、草坪与花园,2025,5,0.0,7.0,0.0,3.0,24305,0,NBCU004BEG2222,1.0,0,0,0
NBCU004,NBCU004BEG2424,户外,庭院、草坪与花园,2025,5,0.0,4.0,1.0,0.0,24305,0,NBCU004BEG2424,1.0,0,0,0
NBCU004,NBCU004DGR2222,户外,庭院、草坪与花园,2025,5,0.0,4.0,1.0,4.0,24305,0,NBCU004DGR2222,1.0,0,0,0
NBCU004,NBCU004DGR2424,户外,庭院、草坪与花园,2025,5,0.0,10.0,19.0,2.0,24305,0,NBCU004DGR2424,1.0,0,0,0
NBCU004,NBCU004NAY2222,户外,庭院、草坪与花园,2025,5,4.0,9.0,5.0,0.0,24305,0,NBCU004NAY2222,1.0,0,0,0
NBCU005,NBCU0052BE1919,户外,庭院、草坪与花园,2025,5,4.0,1.0,1.0,0.0,24305,0,NBCU0052BE1919,1.0,0,0,0
NBCU005,NBCU0052BE2222,户外,庭院、草坪与花园,2025,5,0.0,3.0,8.0,0.0,24305,0,NBCU0052BE2222,1.0,0,0,0
NBCU005,NBCU0052DG2222,户外,庭院、草坪与花园,2025,5,0.0,1.0,8.0,0.0,24305,0,NBCU0052DG2222,1.0,0,0,0
NBCU005,NBCU0052NV1919,户外,庭院、草坪与花园,2025,5,4.0,1.0,0.0,0.0,24305,0,NBCU0052NV1919,1.0,0,0,0
NBCU005,NBCU0052NV2222,户外,庭院、草坪与花园,2025,5,2.0,8.0,0.0,0.0,24305,0,NBCU0052NV2222,1.0,0,0,0
NBCU006,NBCU006BEGOS,户外,庭院、草坪与花园,2025,5,20.0,49.0,34.0,21.0,24305,0,NBCU006BEGOS,1.0,0,0,0
NBCU006,NBCU006BLKOS,户外,庭院、草坪与花园,2025,5,4.0,10.0,11.0,5.0,24305,0,NBCU006BLKOS,1.0,0,0,0
NBCU006,NBCU006CRMOS,户外,庭院、草坪与花园,2025,5,6.0,2.0,3.0,1.0,24305,0,NBCU006CRMOS,1.0,0,0,0
NBCU006,NBCU006DGROS,户外,庭院、草坪与花园,2025,5,60.0,99.0,101.0,30.0,24305,0,NBCU006DGROS,1.0,0,0,0
NBCU006,NBCU006GRGOS,户外,庭院、草坪与花园,2025,5,4.0,6.0,10.0,4.0,24305,0,NBCU006GRGOS,1.0,0,0,0
NBCU006,NBCU006NAVOS,户外,庭院、草坪与花园,2025,5,117.0,119.0,102.0,36.0,24305,0,NBCU006NAVOS,1.0,0,0,0
NBCU006,NBCU006ORAOS,户外,庭院、草坪与花园,2025,5,13.0,19.0,10.0,6.0,24305,0,NBCU006ORAOS,1.0,0,0,0
NBCU006,NBCU006SBUOS,户外,庭院、草坪与花园,2025,5,2.0,6.0,8.0,10.0,24305,0,NBCU006SBUOS,1.0,0,0,0
NBCU006,NBCU006WINOS,户外,庭院、草坪与花园,2025,5,26.0,49.0,44.0,28.0,24305,0,NBCU006WINOS,1.0,0,0,0
NBCU007,NBCU007BEGOS,户外,庭院、草坪与花园,2025,5,5.0,40.0,13.0,7.0,24305,0,NBCU007BEGOS,1.0,0,0,0
NBCU007,NBCU007BLKOS,户外,庭院、草坪与花园,2025,5,1.0,4.0,5.0,5.0,24305,0,NBCU007BLKOS,1.0,0,0,0
NBCU007,NBCU007DGROS,户外,庭院、草坪与花园,2025,5,14.0,75.0,48.0,17.0,24305,0,NBCU007DGROS,1.0,0,0,0
NBCU007,NBCU007GRGOS,户外,庭院、草坪与花园,2025,5,0.0,2.0,1.0,0.0,24305,0,NBCU007GRGOS,1.0,0,0,0
NBCU007,NBCU007NAVOS,户外,庭院、草坪与花园,2025,5,17.0,129.0,52.0,18.0,24305,0,NBCU007NAVOS,1.0,0,0,0
NBCU007,NBCU007WINOS,户外,庭院、草坪与花园,2025,5,5.0,23.0,10.0,5.0,24305,0,NBCU007WINOS,1.0,0,0,0
NBCU008,NBCU008BEGOS,户外,庭院、草坪与花园,2025,5,25.0,37.0,22.0,17.0,24305,0,NBCU008BEGOS,1.0,0,0,0
NBCU008,NBCU008BLKOS,户外,庭院、草坪与花园,2025,5,2.0,6.0,11.0,5.0,24305,0,NBCU008BLKOS,1.0,0,0,0
NBCU008,NBCU008CRMOS,户外,庭院、草坪与花园,2025,5,19.0,43.0,35.0,14.0,24305,0,NBCU008CRMOS,1.0,0,0,0
NBCU008,NBCU008DGROS,户外,庭院、草坪与花园,2025,5,59.0,135.0,96.0,44.0,24305,0,NBCU008DGROS,1.0,0,0,0
NBCU008,NBCU008GRGOS,户外,庭院、草坪与花园,2025,5,5.0,2.0,3.0,0.0,24305,0,NBCU008GRGOS,1.0,0,0,0
NBCU008,NBCU008NAVOS,户外,庭院、草坪与花园,2025,5,68.0,195.0,148.0,48.0,24305,0,NBCU008NAVOS,1.0,0,0,0
NBCU008,NBCU008SBUOS,户外,庭院、草坪与花园,2025,5,3.0,6.0,4.0,1.0,24305,0,NBCU008SBUOS,1.0,0,0,0
NBCU008,NBCU008WINOS,户外,庭院、草坪与花园,2025,5,30.0,35.0,23.0,9.0,24305,0,NBCU008WINOS,1.0,0,0,0
NBCU009,NBCU009BEGOS,户外,庭院、草坪与花园,2025,5,5.0,3.0,1.0,1.0,24305,0,NBCU009BEGOS,1.0,0,0,0
NBCU009,NBCU009BLKOS,户外,庭院、草坪与花园,2025,5,2.0,8.0,1.0,1.0,24305,0,NBCU009BLKOS,1.0,0,0,0
NBCU009,NBCU009CRMOS,户外,庭院、草坪与花园,2025,5,4.0,22.0,20.0,7.0,24305,0,NBCU009DGROS,1.0,0,0,0
NBCU009,NBCU009DGROS,户外,庭院、草坪与花园,2025,5,56.0,98.0,105.0,30.0,24305,0,NBCU009DGROS,1.0,0,0,0
NBCU009,NBCU009GRGOS,户外,庭院、草坪与花园,2025,5,6.0,5.0,2.0,1.0,24305,0,NBCU009GRGOS,1.0,0,0,0
NBCU009,NBCU009NAVOS,户外,庭院、草坪与花园,2025,5,79.0,278.0,175.0,62.0,24305,0,NBCU009CRMOS,1.0,0,0,0
NBCU009,NBCU009ORAOS,户外,庭院、草坪与花园,2025,5,14.0,12.0,8.0,5.0,24305,0,NBCU009ORAOS,1.0,0,0,0
NBCU009,NBCU009REDOS,户外,庭院、草坪与花园,2025,5,6.0,4.0,3.0,5.0,24305,0,NBCU009REDOS,1.0,0,0,0
NBCU009,NBCU009SBUOS,户外,庭院、草坪与花园,2025,5,0.0,10.0,4.0,2.0,24305,0,NBCU009SBUOS,1.0,0,0,0
NBCU009,NBCU009WINOS,户外,庭院、草坪与花园,2025,5,15.0,34.0,26.0,10.0,24305,0,NBCU009CRMOS,1.0,0,0,0
NBCU011,NBCU0112DG7221,户外,庭院、草坪与花园,2025,5,0.0,0.0,0.0,2.0,24305,0,NBCU0112DG7221,1.0,0,0,0
NBCU011,NBCU0112NV7221,户外,庭院、草坪与花园,2025,5,2.0,0.0,2.0,1.0,24305,0,NBCU0112NV7221,1.0,0,0,0
NBCU011,NBCU011BEG7221,户外,庭院、草坪与花园,2025,5,0.0,0.0,2.0,0.0,24305,0,NBCU011BEG7221,1.0,0,0,0
NBCU011,NBCU011DGR7221,户外,庭院、草坪与花园,2025,5,2.0,0.0,0.0,0.0,24305,0,NBCU011DGR7221,1.0,0,0,0
NBCU011,NBCU011NAV7221,户外,庭院、草坪与花园,2025,5,1.0,4.0,3.0,0.0,24305,0,NBCU011NAV7221,1.0,0,0,0
NBDB001,NBDB001BLK31G,户外,庭院、草坪与花园,2025,5,0.0,0.0,2.0,0.0,24305,0,NBDB001BLK31G,1.0,0,0,0
NBDC001,NBDC001BRW61,户外,宠物用品,2025,5,5.0,4.0,7.0,4.0,24305,0,NBDC001BRW61,1.0,0,0,0
NBDC001,NBDC001LOK61,户外,宠物用品,2025,5,12.0,8.0,16.0,6.0,24305,0,NBDC001LOK61,1.0,0,0,0
NBDE001,NBDE001WHI55,室内,室内家具,2025,5,1.0,11.0,2.0,0.0,24305,0,NBDE001WHI55,1.0,0,0,0
NBET001,NBET001BLKOS,户外,庭院、草坪与花园,2025,5,0.0,0.0,1.0,0.0,24305,0,NBET001BLKOS,1.0,0,0,0
NBET001,NBET001WHIOS,户外,庭院、草坪与花园,2025,5,1.0,2.0,1.0,0.0,24305,0,NBET001WHIOS,1.0,0,0,0
NBET002,NBET002BLKOS,户外,庭院、草坪与花园,2025,5,3.0,14.0,10.0,8.0,24305,0,NBET002BLKOS,1.0,0,0,0
NBET002,NBET002GRYOS,户外,庭院、草坪与花园,2025,5,0.0,6.0,3.0,3.0,24305,0,NBET002GRYOS,1.0,0,0,0
NBET002,NBET002WHIOS,户外,庭院、草坪与花园,2025,5,1.0,4.0,5.0,1.0,24305,0,NBET002WHIOS,1.0,0,0,0
NBET003,NBET0032COS,户外,庭院、草坪与花园,2025,5,2.0,6.0,1.0,2.0,24305,0,NBET0032COS,1.0,0,0,0
NBET003,NBET0032NOS,户外,庭院、草坪与花园,2025,5,0.0,0.0,1.0,0.0,24305,0,NBET0032NOS,1.0,0,0,0
NBET003,NBET003BROOS,户外,庭院、草坪与花园,2025,5,7.0,17.0,14.0,5.0,24305,0,NBET003BROOS,1.0,0,0,0
NBET003,NBET003GRYOS,户外,庭院、草坪与花园,2025,5,5.0,23.0,10.0,9.0,24305,0,NBET003GRYOS,1.0,0,0,0
NBET004,NBET004BEGOS,室内,室内家具,2025,5,5.0,5.0,7.0,7.0,24305,0,NBET004BEGOS,1.0,0,0,0
NBET004,NBET004DBROS,室内,室内家具,2025,5,6.0,14.0,12.0,5.0,24305,0,NBET004DBROS,1.0,0,0,0
NBET004,NBET004OAKOS,室内,室内家具,2025,5,3.0,5.0,3.0,2.0,24305,0,NBET004OAKOS,1.0,0,0,0
NBET005,NBET005BRNOS,室内,室内家具,2025,5,1.0,2.0,2.0,2.0,24305,0,NBET005BRNOS,1.0,0,0,0
NBET005,NBET005BRWOS,室内,室内家具,2025,5,1.0,1.0,2.0,1.0,24305,0,NBET005BRWOS,1.0,0,0,0
NBET005,NBET005OAKOS,室内,室内家具,2025,5,2.0,0.0,3.0,0.0,24305,0,NBET005OAKOS,1.0,0,0,0
NBET006,NBET006BLWOS,室内,室内家具,2025,5,1.0,0.0,0.0,0.0,24305,0,NBET006BLWOS,1.0,0,0,0
NBET006,NBET006BRNOS,室内,室内家具,2025,5,4.0,12.0,1.0,3.0,24305,0,NBET006BRNOS,1.0,0,0,0
NBET006,NBET006BRWOS,室内,室内家具,2025,5,4.0,6.0,0.0,1.0,24305,0,NBET006BRWOS,1.0,0,0,0
NBGB002,NBGB002BEG1012-44,户外,庭院、草坪与花园,2025,5,0.0,2.0,1.0,0.0,24305,0,NBGB002BEG1012,1.0,0,0,0
NBGB002,NBGB002BLK1012-14,户外,庭院、草坪与花园,2025,5,0.0,3.0,1.0,0.0,24305,0,NBGB002BLK1012,1.0,0,0,0
NBGB002,NBGB002BLK1012-24,户外,庭院、草坪与花园,2025,5,0.0,3.0,1.0,0.0,24305,0,NBGB002BLK1012,1.0,0,0,0
NBGB002,NBGB002BLK1012-34,户外,庭院、草坪与花园,2025,5,0.0,3.0,1.0,0.0,24305,0,NBGB002BLK1012,1.0,0,0,0
NBGB002,NBGB002GRY1012-44,户外,庭院、草坪与花园,2025,5,0.0,1.0,0.0,0.0,24305,0,NBGB002GRY1012,1.0,0,0,0
NBGB003,NBGB003BEG1012-14,户外,庭院、草坪与花园,2025,5,0.0,1.0,1.0,0.0,24305,0,NBGB003BEG1012,1.0,0,0,0
NBGB003,NBGB003BEG1012-24,户外,庭院、草坪与花园,2025,5,0.0,1.0,1.0,0.0,24305,0,NBGB003BEG1012,1.0,0,0,0
NBGB003,NBGB003BEG1012-34,户外,庭院、草坪与花园,2025,5,0.0,1.0,1.0,0.0,24305,0,NBGB003BEG1012,1.0,0,0,0
NBGB003,NBGB003BEG1012-44,户外,庭院、草坪与花园,2025,5,0.0,1.0,1.0,0.0,24305,0,NBGB003BEG1012,1.0,0,0,0
NBGB003,NBGB003BEG1214-15,户外,庭院、草坪与花园,2025,5,0.0,1.0,4.0,1.0,24305,0,NBGB003BEG1214,1.0,0,0,0
NBGB003,NBGB003BEG1214-25,户外,庭院、草坪与花园,2025,5,0.0,1.0,4.0,1.0,24305,0,NBGB003BEG1214,1.0,0,0,0
NBGB003,NBGB003BEG1214-35,户外,庭院、草坪与花园,2025,5,0.0,1.0,4.0,1.0,24305,0,NBGB003BEG1214,1.0,0,0,0
NBGB003,NBGB003BEG1214-45,户外,庭院、草坪与花园,2025,5,0.0,1.0,4.0,1.0,24305,0,NBGB003BEG1214,1.0,0,0,0
NBGB003,NBGB003BEG1214-55,户外,庭院、草坪与花园,2025,5,0.0,1.0,4.0,1.0,24305,0,NBGB003BEG1214,1.0,0,0,0
NBGB003,NBGB003BEG1216-16,户外,庭院、草坪与花园,2025,5,0.0,1.0,0.0,0.0,24305,0,NBGB003BEG1216,1.0,0,0,0
NBGB003,NBGB003BEG1216-26,户外,庭院、草坪与花园,2025,5,0.0,1.0,0.0,0.0,24305,0,NBGB003BEG1216,1.0,0,0,0
NBGB003,NBGB003BEG1216-36,户外,庭院、草坪与花园,2025,5,0.0,1.0,0.0,0.0,24305,0,NBGB003BEG1216,1.0,0,0,0
NBGB003,NBGB003BEG1216-46,户外,庭院、草坪与花园,2025,5,0.0,1.0,0.0,0.0,24305,0,NBGB003BEG1216,1.0,0,0,0
NBGB003,NBGB003BEG1216-56,户外,庭院、草坪与花园,2025,5,0.0,1.0,0.0,0.0,24305,0,NBGB003BEG1216,1.0,0,0,0
NBGB003,NBGB003BEG1216-66,户外,庭院、草坪与花园,2025,5,0.0,1.0,0.0,0.0,24305,0,NBGB003BEG1216,1.0,0,0,0
NBGB003,NBGB003GRY1012-14,户外,庭院、草坪与花园,2025,5,2.0,3.0,1.0,0.0,24305,0,NBGB003GRY1012,1.0,0,0,0
NBGB003,NBGB003GRY1012-24,户外,庭院、草坪与花园,2025,5,2.0,3.0,1.0,0.0,24305,0,NBGB003GRY1012,1.0,0,0,0
NBGB003,NBGB003GRY1012-34,户外,庭院、草坪与花园,2025,5,2.0,3.0,1.0,0.0,24305,0,NBGB003GRY1012,1.0,0,0,0
NBGB003,NBGB003GRY1012-44,户外,庭院、草坪与花园,2025,5,2.0,3.0,1.0,0.0,24305,0,NBGB003GRY1012,1.0,0,0,0
NBGB003,NBGB003GRY1214-15,户外,庭院、草坪与花园,2025,5,1.0,2.0,4.0,0.0,24305,0,NBGB003GRY1214,1.0,0,0,0
NBGB003,NBGB003GRY1214-25,户外,庭院、草坪与花园,2025,5,1.0,2.0,4.0,0.0,24305,0,NBGB003GRY1214,1.0,0,0,0
NBGB003,NBGB003GRY1214-35,户外,庭院、草坪与花园,2025,5,1.0,2.0,4.0,0.0,24305,0,NBGB003GRY1214,1.0,0,0,0
NBGB003,NBGB003GRY1214-45,户外,庭院、草坪与花园,2025,5,1.0,2.0,4.0,0.0,24305,0,NBGB003GRY1214,1.0,0,0,0
NBGB003,NBGB003GRY1214-55,户外,庭院、草坪与花园,2025,5,1.0,2.0,4.0,0.0,24305,0,NBGB003GRY1214,1.0,0,0,0
NBGB003,NBGB003GRY1216-16,户外,庭院、草坪与花园,2025,5,1.0,1.0,1.0,1.0,24305,0,NBGB003GRY1216,1.0,0,0,0
NBGB003,NBGB003GRY1216-26,户外,庭院、草坪与花园,2025,5,1.0,1.0,1.0,1.0,24305,0,NBGB003GRY1216,1.0,0,0,0
NBGB003,NBGB003GRY1216-36,户外,庭院、草坪与花园,2025,5,1.0,1.0,1.0,1.0,24305,0,NBGB003GRY1216,1.0,0,0,0
NBGB003,NBGB003GRY1216-46,户外,庭院、草坪与花园,2025,5,1.0,1.0,1.0,1.0,24305,0,NBGB003GRY1216,1.0,0,0,0
NBGB003,NBGB003GRY1216-56,户外,庭院、草坪与花园,2025,5,1.0,1.0,1.0,1.0,24305,0,NBGB003GRY1216,1.0,0,0,0
NBGB003,NBGB003GRY1216-66,户外,庭院、草坪与花园,2025,5,1.0,1.0,1.0,1.0,24305,0,NBGB003GRY1216,1.0,0,0,0
NBGB003,NBGB003NAV1012-14,户外,庭院、草坪与花园,2025,5,0.0,3.0,4.0,1.0,24305,0,NBGB003NAV1012,1.0,0,0,0
NBGB003,NBGB003NAV1012-24,户外,庭院、草坪与花园,2025,5,0.0,3.0,4.0,1.0,24305,0,NBGB003NAV1012,1.0,0,0,0
NBGB003,NBGB003NAV1012-34,户外,庭院、草坪与花园,2025,5,0.0,3.0,4.0,1.0,24305,0,NBGB003NAV1012,1.0,0,0,0
NBGB003,NBGB003NAV1012-44,户外,庭院、草坪与花园,2025,5,0.0,3.0,4.0,1.0,24305,0,NBGB003NAV1012,1.0,0,0,0
NBGB003,NBGB007BLK1010-13,户外,庭院、草坪与花园,2025,5,7.0,1.0,10.0,1.0,24305,0,NBGB007BLK1010,1.0,0,0,0
NBGB003,NBGB007BLK1010-23,户外,庭院、草坪与花园,2025,5,7.0,1.0,10.0,1.0,24305,0,NBGB007BLK1010,1.0,0,0,0
NBGB003,NBGB007BLK1010-33,户外,庭院、草坪与花园,2025,5,7.0,1.0,10.0,1.0,24305,0,NBGB007BLK1010,1.0,0,0,0
NBGB008,NBGB008BLK1010-13,户外,庭院、草坪与花园,2025,5,0.0,2.0,1.0,0.0,24305,0,NBGB008BLK1010,1.0,0,0,0
NBGB008,NBGB008BLK1010-23,户外,庭院、草坪与花园,2025,5,0.0,2.0,1.0,0.0,24305,0,NBGB008BLK1010,1.0,0,0,0
NBGB008,NBGB008BLK1010-33,户外,庭院、草坪与花园,2025,5,0.0,2.0,1.0,0.0,24305,0,NBGB008BLK1010,1.0,0,0,0
NBGB009,NBGB009BLK1010-12,户外,庭院、草坪与花园,2025,5,4.0,15.0,5.0,2.0,24305,0,NBGB009BLK1010,1.0,0,0,0
NBGB009,NBGB009BLK1010-22,户外,庭院、草坪与花园,2025,5,4.0,15.0,5.0,2.0,24305,0,NBGB009BLK1010,1.0,0,0,0
NBGB009,NBGB009BLK1014-12,户外,庭院、草坪与花园,2025,5,11.0,11.0,15.0,7.0,24305,0,NBGB009BLK1014,1.0,0,0,0
NBGB009,NBGB009BLK1014-22,户外,庭院、草坪与花园,2025,5,11.0,11.0,15.0,7.0,24305,0,NBGB009BLK1014,1.0,0,0,0
NBGB010,NBGB010BEG1012-44,户外,庭院、草坪与花园,2025,5,0.0,1.0,0.0,0.0,24305,0,NBGB010BEG1012,1.0,0,0,0
NBGB010,NBGB010BLK1012-14,户外,庭院、草坪与花园,2025,5,0.0,1.0,0.0,0.0,24305,0,NBGB010BLK1012,1.0,0,0,0
NBGB010,NBGB010BLK1012-24,户外,庭院、草坪与花园,2025,5,0.0,1.0,0.0,0.0,24305,0,NBGB010BLK1012,1.0,0,0,0
NBGB010,NBGB010BLK1012-34,户外,庭院、草坪与花园,2025,5,0.0,1.0,0.0,0.0,24305,0,NBGB010BLK1012,1.0,0,0,0
NBGB010,NBGB010BLK1216-16,户外,庭院、草坪与花园,2025,5,0.0,1.0,0.0,0.0,24305,0,NBGB010BLK1216,1.0,0,0,0
NBGB010,NBGB010BLK1216-26,户外,庭院、草坪与花园,2025,5,0.0,1.0,0.0,0.0,24305,0,NBGB010BLK1216,1.0,0,0,0
NBGB010,NBGB010BLK1216-36,户外,庭院、草坪与花园,2025,5,0.0,1.0,0.0,0.0,24305,0,NBGB010BLK1216,1.0,0,0,0
NBGB010,NBGB010BLK1216-46,户外,庭院、草坪与花园,2025,5,0.0,1.0,0.0,0.0,24305,0,NBGB010BLK1216,1.0,0,0,0
NBGB010,NBGB010BLK1216-56,户外,庭院、草坪与花园,2025,5,0.0,1.0,0.0,0.0,24305,0,NBGB010BLK1216,1.0,0,0,0
NBGB010,NBGB010GRY1216-66,户外,庭院、草坪与花园,2025,5,0.0,1.0,0.0,0.0,24305,0,NBGB010GRY1216,1.0,0,0,0
NBGF010,NBGF0102DGOS,户外,庭院、草坪与花园,2025,5,2.0,2.0,2.0,0.0,24305,0,NBGF0102DGOS,1.0,0,0,0
NBGF012,NBGF0122BEOS,户外,庭院、草坪与花园,2025,5,9.0,24.0,24.0,24.0,24305,0,NBGF0122BEOS,1.0,0,0,0
NBGF012,NBGF0122DGOS,户外,庭院、草坪与花园,2025,5,5.0,18.0,21.0,2.0,24305,0,NBGF0122DGOS,1.0,0,0,0
NBGF012,NBGF0122GWOS,户外,庭院、草坪与花园,2025,5,14.0,33.0,31.0,18.0,24305,0,NBGF0122GWOS,1.0,0,0,0
NBGF015,NBGF0152COS,户外,庭院、草坪与花园,2025,5,1.0,1.0,1.0,3.0,24305,0,NBGF0152COS,1.0,0,0,0
NBGF015,NBGF0152GWOS,户外,庭院、草坪与花园,2025,5,2.0,7.0,0.0,0.0,24305,0,NBGF0152GWOS,1.0,0,0,0
NBGF015,NBGF0152NOS,户外,庭院、草坪与花园,2025,5,2.0,7.0,7.0,0.0,24305,0,NBGF0152NOS,1.0,0,0,0
NBGF015,NBGF0152SAOS,户外,庭院、草坪与花园,2025,5,0.0,0.0,3.0,0.0,24305,0,NBGF0152SAOS,1.0,0,0,0
NBGF015,NBGF0154COS,户外,庭院、草坪与花园,2025,5,6.0,21.0,13.0,5.0,24305,0,NBGF0154COS,1.0,0,0,0
NBGF015,NBGF0154GWOS,户外,庭院、草坪与花园,2025,5,8.0,15.0,10.0,3.0,24305,0,NBGF0154GWOS,1.0,0,0,0
NBGF015,NBGF0154NOS,户外,庭院、草坪与花园,2025,5,8.0,18.0,13.0,3.0,24305,0,NBGF0154NOS,1.0,0,0,0
NBGF015,NBGF0154SAOS,户外,庭院、草坪与花园,2025,5,1.0,4.0,3.0,5.0,24305,0,NBGF0154SAOS,1.0,0,0,0
NBGF016,NBGF0162AOS-1,户外,庭院、草坪与花园,2025,5,0.0,8.0,0.0,4.0,24305,0,NBGF0162AOS,1.0,0,0,0
NBGF016,NBGF0162BGOS-YG,户外,庭院、草坪与花园,2025,5,1.0,3.0,0.0,2.0,24305,0,NBGF0162BGOS,1.0,0,0,0
NBGF016,NBGF0162BUOS-1,户外,庭院、草坪与花园,2025,5,0.0,8.0,4.0,3.0,24305,0,NBGF0162BUOS,1.0,0,0,0
NBGF016,NBGF0162BUOS-YG,户外,庭院、草坪与花园,2025,5,6.0,10.0,6.0,7.0,24305,0,NBGF0162BUOS,1.0,0,0,0
NBGF016,NBGF0162COS-1,户外,庭院、草坪与花园,2025,5,7.0,12.0,15.0,9.0,24305,0,NBGF0162COS,1.0,0,0,0
NBGF016,NBGF0162DBOS-1,户外,庭院、草坪与花园,2025,5,2.0,6.0,5.0,2.0,24305,0,NBGF0162DBOS,1.0,0,0,0
NBGF016,NBGF0162LBOS-1,户外,庭院、草坪与花园,2025,5,6.0,7.0,9.0,1.0,24305,0,NBGF0162LBOS,1.0,0,0,0
NBGF016,NBGF0162LGOS-1,户外,庭院、草坪与花园,2025,5,5.0,3.0,8.0,1.0,24305,0,NBGF0162LGOS,1.0,0,0,0
NBGF016,NBGF0162LGOS-1-YG,户外,庭院、草坪与花园,2025,5,0.0,2.0,2.0,0.0,24305,0,NBGF0162LGOS,1.0,0,0,0
NBGF016,NBGF0162NOS-1,户外,庭院、草坪与花园,2025,5,22.0,33.0,20.0,9.0,24305,0,NBGF0162NOS,1.0,0,0,0
NBGF016,NBGF0163BUOS,户外,庭院、草坪与花园,2025,5,0.0,3.0,1.0,1.0,24305,0,NBGF0163BUOS,1.0,0,0,0
NBGF016,NBGF0163DGOS,户外,庭院、草坪与花园,2025,5,0.0,2.0,1.0,0.0,24305,0,NBGF0163DGOS,1.0,0,0,0
NBGF016,NBGF0163LGOS,户外,庭院、草坪与花园,2025,5,1.0,0.0,1.0,0.0,24305,0,NBGF0163LGOS,1.0,0,0,0
NBGF016,NBGF0163NOS,户外,庭院、草坪与花园,2025,5,3.0,3.0,4.0,0.0,24305,0,NBGF0163NOS,1.0,0,0,0
NBGF016,NBGF0164AOS-1,户外,庭院、草坪与花园,2025,5,54.0,76.0,48.0,18.0,24305,0,NBGF0164AOS,1.0,0,0,0
NBGF016,NBGF0164BGOS-1,户外,庭院、草坪与花园,2025,5,7.0,21.0,14.0,5.0,24305,0,NBGF0164BGOS,1.0,0,0,0
NBGF016,NBGF0164BGOS-YG,户外,庭院、草坪与花园,2025,5,6.0,7.0,7.0,1.0,24305,0,NBGF0164BGOS,1.0,0,0,0
NBGF016,NBGF0164BUOS-1,户外,庭院、草坪与花园,2025,5,37.0,93.0,50.0,29.0,24305,0,NBGF0164BUOS,1.0,0,0,0
NBGF016,NBGF0164COS-1,户外,庭院、草坪与花园,2025,5,85.0,199.0,153.0,84.0,24305,0,NBGF0164COS,1.0,0,0,0
NBGF016,NBGF0164DBOS-1,户外,庭院、草坪与花园,2025,5,16.0,29.0,19.0,6.0,24305,0,NBGF0164DBOS,1.0,0,0,0
NBGF016,NBGF0164LBOS-1,户外,庭院、草坪与花园,2025,5,30.0,38.0,29.0,21.0,24305,0,NBGF0164LBOS,1.0,0,0,0
NBGF016,NBGF0164LGOS-1,户外,庭院、草坪与花园,2025,5,18.0,32.0,26.0,8.0,24305,0,NBGF0164LGOS,1.0,0,0,0
NBGF016,NBGF0164LGOS-1-YG,户外,庭院、草坪与花园,2025,5,3.0,8.0,25.0,3.0,24305,0,NBGF0164LGOS,1.0,0,0,0
NBGF016,NBGF0164NOS-1,户外,庭院、草坪与花园,2025,5,209.0,408.0,238.0,118.0,24305,0,NBGF0164NOS,1.0,0,0,0
NBGF016,NBGF0166AOS-1,户外,庭院、草坪与花园,2025,5,4.0,11.0,0.0,5.0,24305,0,NBGF0166AOS,1.0,0,0,0
NBGF016,NBGF0166BGOS-YG,户外,庭院、草坪与花园,2025,5,1.0,1.0,2.0,0.0,24305,0,NBGF0166BGOS,1.0,0,0,0
NBGF016,NBGF0166BUOS-1,户外,庭院、草坪与花园,2025,5,4.0,16.0,9.0,2.0,24305,0,NBGF0166BUOS,1.0,0,0,0
NBGF016,NBGF0166BUOS-YG,户外,庭院、草坪与花园,2025,5,1.0,3.0,2.0,1.0,24305,0,NBGF0166BUOS,1.0,0,0,0
NBGF016,NBGF0166COS-1,户外,庭院、草坪与花园,2025,5,16.0,45.0,15.0,8.0,24305,0,NBGF0166COS,1.0,0,0,0
NBGF016,NBGF0166COS-YG,户外,庭院、草坪与花园,2025,5,1.0,0.0,0.0,0.0,24305,0,NBGF0166COS,1.0,0,0,0
NBGF016,NBGF0166DBOS-1,户外,庭院、草坪与花园,2025,5,1.0,6.0,2.0,2.0,24305,0,NBGF0166DBOS,1.0,0,0,0
NBGF016,NBGF0166LBOS-1,户外,庭院、草坪与花园,2025,5,4.0,8.0,4.0,2.0,24305,0,NBGF0166LBOS,1.0,0,0,0
NBGF016,NBGF0166LGOS-1,户外,庭院、草坪与花园,2025,5,13.0,21.0,23.0,7.0,24305,0,NBGF0166LGOS,1.0,0,0,0
NBGF016,NBGF0166LGOS-1-YG,户外,庭院、草坪与花园,2025,5,1.0,5.0,0.0,1.0,24305,0,NBGF0166LGOS,1.0,0,0,0
NBGF016,NBGF0166NOS-1,户外,庭院、草坪与花园,2025,5,37.0,83.0,43.0,12.0,24305,0,NBGF0166NOS,1.0,0,0,0
NBGF016,NBGF0166NOS-YG,户外,庭院、草坪与花园,2025,5,1.0,5.0,2.0,3.0,24305,0,NBGF0166NOS,1.0,0,0,0
